You are now connected to database "mitchs_rare_treasures" as user "a".
 treasure_id |                 treasure_name                 |   colour   | age  | cost_at_auction | shop_id 
         816 | Total Unbranded Steel Salad                   | green      |  212 |           58.34 |     501
         817 | Pre-emptive Refined Granite Fish              | magenta    |  695 |          285.31 |     454
         818 | Organic Unbranded Soft Salad                  | yellow     |  237 |          166.08 |     972
         819 | Business-focused Unbranded Plastic Salad      | maroon     |  939 |          883.16 |     142
         820 | Down-sized Sleek Steel Shoes                  | fuchsia    |  105 |          931.87 |      54
         821 | Horizontal Sleek Cotton Soap                  | sky blue   |  623 |          322.88 |     197
         822 | Exclusive Licensed Wooden Car                 | indigo     |  847 |          635.65 |     840
         823 | Cross-group Intelligent Concrete Keyboard     | magenta    |   78 |          313.34 |     716
         824 | Managed Tasty Rubber Pants                    | blue       |  269 |          771.69 |     728
         825 | Synchronised Ergonomic Soft Car               | turquoise  |  239 |          790.85 |     342
         826 | Team-oriented Practical Soft Shoes            | azure      |  891 |          959.44 |     127
         827 | Persevering Small Wooden Table                | orchid     |  621 |          127.43 |     339
         828 | Compatible Fantastic Soft Bacon               | black      |  648 |          500.92 |     646
         829 | Cross-platform Handmade Fresh Shoes           | teal       |  400 |          324.76 |     810
         830 | Diverse Unbranded Frozen Fish                 | ivory      |  949 |          182.69 |     143
         831 | Digitized Intelligent Metal Pizza             | mint green |  381 |          619.38 |     793
         832 | Focused Ergonomic Wooden Hat                  | violet     |  316 |          613.97 |     758
         833 | Cloned Sleek Rubber Keyboard                  | yellow     |    6 |           78.68 |     243
         834 | Monitored Small Fresh Chicken                 | plum       |  389 |          914.34 |     193
         835 | Multi-layered Handcrafted Plastic Chips       | yellow     |  271 |          926.14 |      16
         836 | Diverse Incredible Concrete Computer          | salmon     |  163 |          851.66 |      38
         837 | Organic Ergonomic Soft Salad                  | sky blue   |  175 |          526.25 |     861
         838 | Mandatory Fantastic Wooden Chair              | azure      |  605 |           15.54 |     590
         839 | Implemented Rustic Metal Tuna                 | green      |  701 |          622.75 |     802
         840 | Multi-channelled Unbranded Wooden Pizza       | ivory      |  951 |          278.88 |     924
         841 | Open-source Intelligent Fresh Fish            | red        |  591 |          508.71 |     796
         842 | Synergistic Intelligent Cotton Pizza          | grey       |  529 |          297.92 |     296
         843 | Programmable Incredible Cotton Hat            | orchid     |  422 |          378.64 |     322
         844 | Exclusive Practical Frozen Pants              | plum       |  822 |          583.05 |     291
         845 | Universal Tasty Wooden Bacon                  | red        |  156 |          336.74 |     925
         846 | Enhanced Handcrafted Soft Cheese              | white      |  512 |          236.89 |     787
         847 | Open-source Ergonomic Soft Cheese             | magenta    |  650 |          502.54 |     520
         848 | Upgradable Generic Soft Mouse                 | mint green |  582 |          897.86 |     749
         849 | Upgradable Generic Metal Pizza                | silver     |  209 |          909.51 |     830
         850 | Persevering Incredible Soft Chicken           | green      |  244 |          742.46 |     675
         851 | Implemented Practical Steel Shirt             | mint green |  161 |          324.09 |     744
         852 | Seamless Licensed Granite Chicken             | lime       |  139 |           321.2 |     853
         853 | Open-architected Rustic Steel Computer        | indigo     |  621 |          598.99 |      31
         854 | Multi-tiered Handmade Frozen Pizza            | magenta    |  282 |           452.3 |     284
         855 | Digitized Tasty Wooden Sausages               | salmon     |  140 |          326.87 |     502
         856 | Operative Tasty Granite Table                 | pink       |   47 |          818.56 |      27
         857 | User-centric Small Rubber Soap                | ivory      |  102 |          574.69 |      55
         858 | Streamlined Refined Metal Shirt               | azure      |  692 |          678.68 |     830
         859 | Enhanced Fantastic Wooden Table               | salmon     |  156 |          198.21 |     829
         860 | Re-contextualized Sleek Granite Shirt         | red        |  448 |          875.88 |     762
         861 | Organized Fantastic Rubber Fish               | azure      |  199 |          228.21 |     820
         862 | Profit-focused Ergonomic Fresh Towels         | teal       |  903 |          329.26 |     973
         863 | Pre-emptive Small Cotton Tuna                 | red        |  546 |          988.58 |     679
         864 | Pre-emptive Small Frozen Pants                | azure      |  741 |           998.1 |     755
         865 | Re-engineered Incredible Fresh Shirt          | lavender   |   39 |          984.06 |     348
         866 | Enhanced Incredible Frozen Fish               | white      |  454 |           94.61 |     340
         867 | Realigned Licensed Plastic Mouse              | plum       |  314 |          627.79 |     958
         868 | Persistent Handcrafted Plastic Pizza          | indigo     |  530 |          267.95 |     679
         869 | Networked Rustic Metal Pizza                  | lavender   |  985 |          377.85 |     996
         870 | Persevering Rustic Plastic Chips              | fuchsia    |  652 |          948.31 |     374
         871 | Profit-focused Ergonomic Soft Table           | black      |  830 |          110.79 |     332
         872 | Enterprise-wide Gorgeous Concrete Shirt       | tan        |  851 |          876.43 |     636
         873 | Triple-buffered Tasty Concrete Pizza          | green      |  920 |          856.36 |     776
         874 | Phased Handcrafted Granite Car                | gold       |   41 |           59.26 |     977
